Id,LotArea,OverallQual,T_Bath,T_Br,Fireplaces,GarageCars,T_Sf,SalePrice
1211,11218,6,3,3,1,2,2630,189000
1212,12134,8,2,4,0,2,2271.3,164000
1213,9340,4,2,2,0,1,1067.52,113000
1214,10246,4,2,0,0,1,1418.08,145000
1215,10205,5,2,3,0,1,1678.16,134500
1216,7094,5,1,3,0,1,1332.68,125000
1217,8930,6,2,4,0,2,1902,112000
1218,8640,8,3,3,0,2,2172.24,229456
1219,6240,4,1,2,0,0,912,80500
1220,1680,6,2,3,0,0,1534.8,91500
1221,7800,5,1,2,0,1,1477.44,115000
1222,8250,5,1,3,1,1,1780.24,134000
1223,10496,6,2,3,1,1,2203.84,143000
1224,10680,5,2,4,0,2,3015.12,137900
1225,15384,7,4,3,1,2,2080.8,184000
1226,10482,6,2,3,0,1,1618.38,145000
1227,14598,6,3,4,1,3,2261.72,214000
1228,8872,5,2,2,0,2,1561.66,147000
1229,8769,9,3,1,1,3,2894.16,367294
1230,7910,5,2,4,0,1,2034.44,127000
1231,18890,5,4,4,1,2,3488.14,190000
1232,7728,5,2,3,0,2,1787.1,132500
1233,9842,4,2,2,0,2,1224,101800
1234,12160,5,2,3,0,2,1860.64,142000
1235,8525,5,2,4,0,0,2380.8,130000
1236,13132,5,2,4,0,1,2155.08,138887
1237,2628,7,3,2,0,2,1861.52,175500
1238,12393,7,3,4,1,2,2287.56,195000
1239,13072,6,2,3,0,2,1460.48,142500
1240,9037,8,2,2,1,2,2146,265900
1241,8158,7,4,3,0,2,2252.92,224900
1242,9849,7,2,3,0,3,2206.72,248328
1243,10625,7,3,3,2,2,1921.86,170000
1244,13891,10,4,2,1,3,3449.96,465000
1245,11435,8,1,3,2,2,1738.76,230000
1246,12090,6,4,3,1,2,2381.12,178000
1247,8125,7,3,3,0,2,1800.68,186500
1248,12328,6,2,3,0,3,1500.62,169900
1249,9600,6,2,3,1,2,2600.18,129500
1250,7200,5,1,3,0,1,1511.48,119000
1251,11160,7,4,3,2,2,3062.9,244000
1252,3136,7,2,2,1,2,1921.92,171750
1253,9858,5,2,3,0,1,1310.44,130000
1254,17542,7,4,3,2,2,3072.2,294000
1255,6931,7,3,3,1,2,2081.2,165400
1256,6240,6,1,3,1,1,1831.02,127500
1257,14303,8,3,2,1,2,3186.32,301500
1258,4060,5,1,2,0,0,1182.72,99900
1259,9587,7,3,2,0,2,1764.06,190000
1260,9750,6,3,3,0,2,1865.92,151000
1261,24682,6,3,3,1,2,1992.88,181000
1262,9600,5,1,2,0,1,1515.36,128900
1263,11250,4,2,5,2,1,2173.92,161500
1264,13515,6,1,3,1,2,2148.8,180500
1265,4060,6,3,2,0,2,1967.4,181000
1266,3735,7,4,3,0,2,1825.68,183900
1267,10120,7,2,4,1,1,2380.32,122000
1268,13214,9,2,3,1,3,2731.52,378500
1269,14100,8,4,4,2,3,3926.68,381000
1270,11344,5,2,3,0,1,1925.12,144000
1271,23595,7,3,0,1,2,2496.2,260000
1272,9156,6,2,3,1,2,1905.92,185750
1273,13526,5,2,3,0,1,1629.9,137000
1274,11512,6,2,2,1,1,1984.58,177000
1275,5362,5,2,3,1,2,1661.24,139000
1276,11345,5,2,4,0,2,2254.64,137000
1277,12936,6,3,3,1,2,2080.02,162000
1278,17871,6,3,3,1,2,2373.92,197900
1279,9473,8,4,3,1,2,2789,237000
1280,7500,4,1,2,0,2,1486.96,68400
1281,9808,7,3,3,0,2,2338.96,227000
1282,8049,7,3,2,1,2,2163.94,180000
1283,8800,5,2,3,0,2,1733.84,150500
1284,9400,6,4,4,0,0,2161.28,139000
1285,9638,6,2,4,1,1,2952.76,169000
1286,6000,6,1,4,1,1,1659.2,132500
1287,9790,6,3,3,2,2,1941.64,143000
1288,36500,5,3,4,0,2,2578.72,190000
1289,5664,8,3,2,1,2,2655.88,278000
1290,11065,8,3,3,1,3,2446.28,281000
1291,14112,5,2,3,1,2,1964.6,180500
1292,1680,5,3,3,0,1,1675.34,119500
1293,6600,5,2,4,0,1,2879.92,107500
1294,10140,7,3,4,1,2,2140.72,162900
1295,8172,5,2,2,0,2,1162.7,115000
1296,8400,5,3,3,0,1,1919.84,138500
1297,8700,5,3,3,0,2,1952.56,155000
1298,3675,6,3,2,0,2,1446.34,140000
1299,63887,10,5,3,3,2,9642.32,160000
1300,7500,5,3,3,0,1,2158.04,154000
1301,10762,7,3,3,1,2,2492.8,225000
1302,7500,6,1,3,2,1,2030.26,177500
1303,10120,8,4,4,1,3,3363.96,290000
1304,8688,7,2,3,0,3,2248.8,232000
1305,3363,7,2,3,0,2,2013.28,130000
1306,13173,9,3,2,2,2,2989.2,325000
1307,6955,7,2,2,1,2,1863.52,202500
1308,8072,5,2,3,0,2,1572.04,138000
1309,12000,5,2,2,0,2,1665.2,147000
1310,7153,6,3,3,0,2,2172.32,179200
1311,17500,7,3,3,2,2,3220.76,335000
1312,8814,7,3,3,0,2,2192.58,203000
1313,9572,8,3,4,1,2,3700.72,302000
1314,14774,9,3,4,1,3,3440.56,333168
1315,8190,4,2,3,1,1,1491.12,119000
1316,11075,6,3,4,2,2,2821.6,206900
1317,10226,8,3,3,1,3,2227.84,295493
1318,4230,7,2,2,1,2,1923.36,208900
1319,14781,8,2,3,1,3,2524.56,275000
1320,10215,4,1,3,0,1,1357.2,111000
1321,8400,6,3,3,2,2,2383.4,156500
1322,6627,3,1,2,0,1,720,72500
1323,10186,7,4,3,1,2,2546.96,190000
1324,5330,4,1,2,0,0,1025.76,82500
1325,9986,8,2,2,1,3,2336.8,147000
1326,3636,4,1,2,0,0,1106.88,55000
1327,4270,3,1,3,0,0,1362.96,79000
1328,6600,5,2,3,1,1,1262.42,130500
1329,10440,6,2,5,2,2,4108.02,256000
1330,9084,7,3,3,1,2,1916.2,176500
1331,10000,8,2,3,1,3,2160.8,227000
1332,10780,5,1,3,0,2,1373.3,132500
1333,8877,4,2,2,1,1,1279.08,100000
1334,7200,5,2,2,0,1,1804.04,125500
1335,2368,5,2,3,0,2,1868.1,125000
1336,9650,6,3,2,1,2,1958.04,167900
1337,9246,5,2,4,0,2,2288.48,135000
1339,13450,7,4,3,0,2,2521.72,200000
1340,9560,5,1,3,0,1,1228.32,128500
1341,8294,4,1,3,0,4,1112.24,123000
1342,13695,6,2,3,0,2,1765.08,155000
1343,9375,8,3,3,1,2,2721,228500
1344,7558,6,2,3,1,2,2163.88,177000
1345,11103,7,3,3,1,2,1659.84,155835
1346,6000,4,1,2,0,1,1461.64,108500
1347,20781,7,2,3,1,2,3020.94,262500
1348,15306,8,3,3,1,3,2288.16,283463
1349,16196,7,3,3,1,2,2676.86,215000
1350,5250,8,2,4,0,0,2698.38,122000
1351,11643,5,6,6,0,4,3153.44,200000
1352,9247,6,2,4,1,2,2203.9,171000
1353,6000,6,1,2,0,2,1505.84,134900
1354,14720,8,4,4,1,3,4334.6,410000
1355,10316,7,4,3,1,3,2539.86,235000
1356,10192,7,3,4,1,2,2158,170000
1357,9477,5,1,3,0,1,1249.52,110000
1358,12537,5,3,3,1,2,1629.4,149900
1359,2117,6,3,3,0,2,1938.8,177500
1360,16737,9,3,3,1,3,3186.54,315000
1361,9842,5,4,4,0,2,3154.36,189000
1362,16158,7,3,3,1,2,2527.88,260000
1363,12513,4,2,4,1,1,1973.4,104900
1364,8499,6,3,3,1,2,1613.28,156932
1365,3180,7,3,2,0,2,1500.8,144152
1366,7500,7,4,3,0,2,2159.94,216000
1367,9179,7,4,3,0,2,2320.06,193000
1368,2665,5,2,4,1,1,2019.46,127000
1369,4435,6,2,1,0,2,1407.94,144000
1370,10635,8,3,3,1,2,2797.84,232000
1371,5400,4,1,2,0,1,1926.24,105000
1372,9600,6,2,3,1,1,2350.5,165500
1373,9750,7,4,3,1,2,3036.66,274300
1374,11400,10,4,2,2,3,4119.08,466500
1375,10625,7,3,3,1,3,2511.84,250000
1376,10991,8,2,3,1,3,2103.68,239000
1377,6292,6,1,2,0,1,1248.4,91000
1378,10998,5,2,3,0,2,2215.44,117000
1379,1953,6,2,2,0,1,1273.38,83000
1380,9735,5,3,3,0,2,1565.52,167500
1381,8212,3,2,2,0,1,1259.42,58500
1382,12925,6,3,4,2,2,2782.1,237500
1383,7200,7,3,4,0,2,2146.4,157000
1384,25339,5,2,3,0,2,1743.04,112000
1385,9060,6,1,2,0,1,1484.16,105000
1386,5436,4,2,3,0,1,1703.58,125500
1387,16692,7,5,5,2,2,3955.42,250000
1388,8520,6,2,5,1,1,3037,136000
1389,14892,9,3,3,2,3,2843.52,377500
1390,6000,6,2,3,1,2,1551.3,131000
1391,9100,7,3,3,0,2,2596.96,235000
1392,8944,5,2,4,0,3,2149.12,124000
1393,7838,5,2,3,1,1,1630.58,123000
1394,10800,6,2,3,1,2,2253.52,163000
1395,4045,7,3,2,1,3,2362.52,246578
1396,12665,8,3,4,1,3,2911.68,281213
1397,57200,5,2,3,2,2,2173.74,160000
1398,6120,5,2,4,0,1,1923.28,137500
1399,7200,5,3,3,0,1,2570.96,138000
1400,6171,6,3,3,1,1,2077.92,137450
1401,6000,6,1,3,1,1,1497.92,120000
1402,7415,6,4,3,1,2,2209.98,193000
1403,6762,7,2,2,1,2,1805.6,193879
1404,15256,8,3,3,0,3,2431.18,282922
1405,10410,3,1,3,0,3,1681.2,105000
1406,3842,8,4,2,1,2,2776.46,275000
1407,8445,5,2,2,0,2,1243.2,133000
1408,8780,5,2,3,0,0,1278.74,112000
1409,7740,4,1,3,0,2,1637.96,125500
1410,20544,7,3,3,1,2,2597.84,215000
1411,12420,7,4,3,0,2,2366.76,230000
1412,9600,6,2,3,0,1,1948.48,140000
1413,7200,4,2,2,0,2,1040,90000
1414,10994,8,3,2,1,2,2832.96,257000
1415,13053,6,2,4,1,2,2213.24,207000
1416,3635,7,3,1,1,3,2400.52,175900
1417,11340,4,2,4,0,2,2607.88,122500
1418,16545,8,4,3,1,3,3175.86,340000
1419,9204,5,3,3,0,1,1839.7,124000
1420,16381,6,3,3,1,2,2986.2,223000
1421,11700,6,3,3,1,2,1958.2,179900
1422,4043,6,2,2,1,2,1633.72,127500
1423,4435,6,2,1,0,2,1408.28,136500
1424,19690,6,2,4,1,2,2960,274970
1425,9503,5,2,2,1,1,2137.9,144000
1426,10721,6,1,3,0,2,1633.76,142000
1427,10944,7,4,3,2,2,3024.48,271000
1428,10930,5,3,3,1,1,2010.84,140000
1429,7200,5,2,2,2,1,1333.56,119000
1430,12546,6,2,3,1,2,2160.84,182900
1431,21930,5,3,4,1,2,2138.96,192140
1432,4928,6,2,2,0,2,1599.96,143750
1433,10800,4,2,4,0,1,1151.68,64500
1434,10261,6,4,3,1,2,2054.08,186500
1435,17400,5,3,3,1,2,1981.12,160000
1436,8400,6,3,3,1,2,1935.12,174000
1437,9000,4,1,3,0,2,1315.36,120500
1438,12444,8,3,2,1,3,3229.28,394617
1439,7407,6,2,2,0,2,1960.8,149700
1440,11584,7,3,3,1,2,2280.9,197000
1441,11526,6,2,3,1,2,2995.48,191000
1442,4426,6,2,1,1,2,1417.78,149300
1443,11003,10,4,3,1,3,2700.98,310000
1444,8854,6,1,2,1,1,1320.96,121000
1445,8500,7,2,3,0,2,1991.04,179600
1446,8400,6,2,3,0,1,1639.44,129000
1447,26142,5,1,3,0,1,1920.5,157900
1448,10000,8,4,3,1,2,2850.46,240000
1449,11767,4,2,2,0,1,1629.52,112000
1450,1533,5,2,1,0,0,994.42,92000
1451,9000,5,4,4,0,0,2099.36,136000
1452,9262,8,2,3,1,3,2047.24,287090
1454,17217,5,1,3,0,0,1527.04,84500
1455,7500,7,3,2,0,2,1792.68,185000
1456,7917,6,3,3,1,2,1945.84,175000
1457,13175,6,3,3,2,2,3052.14,210000
1458,9042,7,2,4,2,1,2804.06,266500
1459,9717,5,2,2,0,1,2079.16,142125
1460,9937,5,3,3,0,1,2513.92,147500
1461,11622,5,1,2,0,1,1512.64,0
1462,14267,6,2,3,0,1,2295.26,0
1463,13830,5,3,3,1,2,2320.66,0
1464,9978,6,3,3,1,2,2327.16,0
1465,5005,8,2,2,0,2,1879.82,0
1466,10000,6,3,3,1,2,2036.32,0
1467,7980,6,3,3,0,2,2157.86,0
1468,8402,6,3,3,1,2,1745.92,0
1469,10176,7,3,2,1,2,2044.46,0
1470,8400,4,2,2,0,2,1582.44,0
1471,5858,7,3,2,1,2,2272.06,0
1472,1680,6,2,2,0,1,1351.28,0
1473,1680,5,2,3,0,1,1341,0
1474,2280,6,3,3,1,2,1980.88,0
1475,2280,7,1,2,0,1,1094.08,0
1476,12858,9,3,3,1,3,2977.76,0
1477,12883,8,2,3,0,3,2004.32,0
1478,11520,9,2,3,1,3,2392.92,0
1479,14122,8,2,3,1,3,2436.88,0
1480,14300,9,4,3,2,3,4220.5,0
1481,13650,8,4,3,1,3,3170.72,0
1482,7132,8,2,2,1,2,1877.76,0
1483,18494,6,2,3,0,2,1736.16,0
1484,3203,7,2,2,0,2,1627.84,0
1485,13300,7,4,3,1,2,1656.36,0
1486,8577,7,3,3,1,2,2100.72,0
1487,17433,8,3,4,1,3,3237.04,0
1488,8987,8,2,2,1,3,2133.76,0
1489,9215,7,2,2,0,2,1667.84,0
1490,10440,6,3,2,1,2,2571,0
1491,11920,7,3,3,0,2,2038.24,0
1492,9800,5,1,2,0,1,1388.32,0
1493,15410,6,3,3,2,2,2520.26,0
1494,13143,8,4,4,1,3,3236.7,0
1495,11134,8,4,4,1,3,3148.78,0
1496,4835,7,3,2,1,2,2493.48,0
1497,3515,7,3,2,0,2,2004,0
1498,3215,7,3,2,0,2,1600.8,0
1499,2544,7,4,2,0,2,1645,0
1500,2544,6,4,2,0,2,1664.64,0
1501,2980,6,4,2,0,2,1907.72,0
1502,2403,7,3,2,0,2,1351.36,0
1503,12853,8,3,1,1,3,2668.32,0
1504,7379,8,4,3,1,2,2611.96,0
1505,8000,7,3,3,1,2,2479.86,0
1506,10456,6,3,4,0,2,2573.96,0
1507,10791,6,4,4,1,2,3408.94,0
1508,18837,6,4,3,1,2,2538.14,0
1509,9600,6,3,4,0,2,2019.46,0
1510,9600,5,3,3,0,2,1993.48,0
1511,9900,5,2,3,0,2,2013.18,0
1512,9680,5,3,3,0,2,2430.6,0
1513,10600,6,2,3,0,2,2061.84,0
1514,13260,5,4,6,0,0,2721.84,0
1515,9724,5,2,3,2,2,3008,0
1516,17360,6,2,3,1,2,2008.96,0
1517,11380,6,2,2,1,1,1903.68,0
1518,8267,5,2,4,0,2,2080,0
1519,8197,7,3,3,0,2,2518,0
1520,8050,5,2,3,0,1,1809.16,0
1521,10725,5,1,3,0,1,1878.72,0
1522,10032,6,3,3,2,2,2296.28,0
1523,8382,4,1,3,0,1,1569.96,0
1524,10950,5,2,2,0,1,1421.18,0
1525,10895,5,1,3,0,1,1644.88,0
1526,13587,5,2,2,0,1,1445.52,0
1527,7898,4,2,2,0,2,1146.28,0
1528,8064,6,2,3,0,1,1940.14,0
1529,7635,5,2,3,0,2,1822.92,0
1530,9760,6,2,2,1,2,2782.72,0
1531,4800,4,2,3,2,1,2112.6,0
1532,4485,5,2,2,1,0,1546.38,0
1533,5805,5,3,3,0,2,2182.14,0
1534,6900,6,1,3,0,1,1482.56,0
1535,11851,5,1,3,1,1,2376.64,0
1536,8239,5,1,3,0,1,1881,0
1537,9656,2,1,2,1,2,1021.84,0
1538,9600,8,2,3,0,1,2259.84,0
1539,9000,8,3,3,0,2,2451.28,0
1540,9045,5,2,4,0,0,2521.44,0
1541,10560,6,2,2,0,2,1772.86,0
1542,5830,5,2,3,0,1,2156.56,0
1543,7793,7,2,3,1,1,2592.2,0
1544,5000,4,2,2,0,1,1165.6,0
1545,6000,6,2,2,0,1,1572.64,0
1546,6000,6,3,3,2,2,1445.92,0
1547,6360,5,2,3,2,1,1982.86,0
1548,6000,6,2,3,0,1,1920.08,0
1549,6240,5,1,2,0,2,1505.68,0
1550,6240,5,2,4,1,2,1956.16,0
1551,6120,6,2,2,1,1,1821.76,0
1552,8094,4,2,4,1,2,2633.36,0
1553,12900,6,2,3,0,0,2099.36,0
1554,3068,6,2,3,0,1,1607.92,0
1555,15263,5,2,3,2,1,2439.2,0
1556,10632,5,2,3,0,1,1635.16,0
1557,9900,5,2,3,0,0,2228.04,0
1558,6001,6,1,3,0,1,1251.72,0
1559,6449,4,2,4,0,0,2317.1,0
1560,6048,5,3,2,1,2,2320.96,0
1561,10773,4,4,4,0,0,2630.72,0
1562,7800,5,2,3,0,1,1376.68,0
1563,7832,5,2,2,0,1,1514.06,0
1564,7424,5,2,3,2,2,2190.78,0
1565,11227,5,2,4,2,2,2039.68,0
1566,20062,7,3,1,2,2,2569.32,0
1567,9259,4,1,2,0,2,992,0
1568,17082,6,4,4,1,2,2919.76,0
1569,18600,3,3,4,1,1,2265.44,0
1570,11479,6,2,3,1,1,1513.94,0
1571,9350,4,1,3,1,1,1807.96,0
1572,9525,5,2,3,0,1,1978.12,0
1573,17485,7,2,1,2,2,2387.88,0
1574,11200,5,2,3,0,2,1763.2,0
1575,11980,7,3,1,2,2,2703.46,0
1576,12361,6,4,3,1,4,2720.88,0
1577,7360,7,2,2,0,2,1615.52,0
1578,14235,6,2,3,0,2,1681.48,0
1579,11105,5,2,2,0,2,1549.84,0
1580,9337,7,3,3,1,2,2089.06,0
1581,15240,5,3,3,0,1,1884.76,0
1582,7480,5,2,3,0,2,1284.48,0
1583,10389,8,4,3,1,3,3244.04,0
1584,9375,7,3,4,1,2,2631.44,0
1585,4435,6,2,1,0,2,1403.52,0
1586,8777,3,1,2,0,1,640,0
1587,8842,5,1,3,0,1,1186.36,0
1588,10044,5,2,3,0,1,2207,0
1589,11792,4,1,2,0,2,1424.32,0
1590,6305,6,2,3,1,1,1557.76,0
1591,6410,4,1,3,0,0,1228.8,0
1592,4853,5,2,2,1,1,1682.86,0
1593,7890,6,2,2,1,2,1276.2,0
1594,7200,4,3,6,0,0,2650,0
1595,9839,5,2,3,1,0,2041.12,0
1596,10452,7,3,4,2,1,2867.04,0
1597,15600,5,3,5,0,2,2593.46,0
1598,19645,7,4,3,0,2,1887.06,0
1599,3907,8,2,1,1,2,1681.98,0
1600,3907,8,2,2,1,2,1686.8,0
1601,8154,2,1,1,0,1,837.6,0
1602,9140,6,1,2,0,1,1552.64,0
1603,8712,4,1,3,0,1,1396.88,0
1604,3811,8,4,2,1,2,2776.46,0
1605,11050,8,4,3,1,3,2474.82,0
1606,9620,6,3,3,1,2,2124.7,0
1607,12760,6,3,5,0,2,2596.24,0
1608,11896,7,3,3,1,3,1849,0
1609,9803,7,2,2,0,2,1573.92,0
1610,9802,5,3,3,0,2,1615.52,0
1611,15300,5,2,2,1,2,1577.32,0
1612,10114,5,2,3,0,2,1830.4,0
1613,11875,5,2,3,1,2,1930.24,0
1614,2394,5,3,2,1,1,1746.14,0
1615,1476,4,2,3,0,0,1453.52,0
1616,1900,4,2,3,0,0,1244.88,0
1617,1890,4,2,3,0,1,1401.16,0
1618,6953,5,1,3,0,1,1275.38,0
1619,12887,5,2,2,0,2,1613.06,0
1620,7700,5,6,4,0,2,2900.48,0
1621,10475,5,2,3,0,2,1618.52,0
1622,10544,5,2,5,0,1,2312.84,0
1623,9892,8,5,3,2,2,3154.74,0
1624,12961,6,4,3,1,2,2793.8,0
1625,13008,6,1,2,0,1,1320.72,0
1626,10200,6,3,4,1,2,2190.48,0
1627,10179,6,3,3,1,2,2345.86,0
1628,11792,8,3,4,1,3,2967.84,0
1629,8400,7,3,3,1,2,1920.4,0
1630,7296,8,3,1,1,2,3970.42,0
1631,7380,8,3,2,0,2,2132.9,0
1632,8013,8,3,2,0,2,2503.58,0
1633,8923,7,3,3,1,2,1717.62,0
1634,7500,6,4,3,1,2,2131.6,0
1635,8803,6,4,3,1,2,1954.76,0
1636,7250,6,2,3,1,2,1537.48,0
1637,11900,5,4,3,1,2,2644.96,0
1638,13250,7,3,4,1,2,2559.44,0
1639,10928,6,2,3,1,2,2399.26,0
1640,12388,7,3,4,1,2,3350.84,0
1641,11088,6,2,3,1,2,2309.08,0
1642,7000,7,4,3,1,2,2382.76,0
1643,7500,8,3,3,1,2,2277.44,0
1644,8470,8,3,3,1,2,2435.9,0
1645,9373,5,3,3,2,2,2879.22,0
1646,10140,6,3,3,1,2,1730.4,0
1647,11050,7,2,3,1,2,1764.12,0
1648,7830,5,2,2,0,2,1546.4,0
1649,8510,5,3,3,0,1,1512.04,0
1650,7038,4,2,3,0,2,1487.16,0
1651,9000,4,1,3,0,2,1315.52,0
1652,1680,6,3,2,0,1,1208.6,0
1653,1680,6,3,2,0,1,1259.6,0
1654,2308,6,3,3,1,2,1946.28,0
1655,2280,7,3,2,1,2,1731.94,0
1656,2349,6,3,3,1,2,1850.06,0
1657,2364,6,4,3,1,2,1951.04,0
1658,2364,6,3,3,1,2,1884.34,0
1659,2104,7,2,2,0,1,1364.32,0
1660,10710,5,2,3,1,2,1710.48,0
1661,14257,9,5,4,3,3,3869.28,0
1662,12350,9,4,3,1,3,3565.04,0
1663,12350,9,3,3,1,3,3205.76,0
1664,13693,10,5,2,2,3,4458.72,0
1665,11578,9,2,3,1,3,2498.24,0
1666,16870,8,3,3,2,3,2930.46,0
1667,23303,8,4,5,1,3,3701.72,0
1668,10367,9,3,3,1,3,2718.54,0
1669,10872,9,3,2,1,3,2464.06,0
1670,13514,9,3,3,1,3,2841.8,0
1671,12878,7,3,3,1,2,2939.48,0
1672,15274,9,4,3,1,3,3901.84,0
1673,13262,8,4,4,1,3,2807.92,0
1674,9658,8,2,3,1,3,2248.64,0
1675,6904,6,2,2,1,2,2174.16,0
1676,5122,6,3,1,1,2,2130.42,0
1677,10307,7,3,2,1,2,2177.52,0
1678,14836,10,4,2,1,3,4252.04,0
1679,15262,8,4,3,1,3,3522.5,0
1680,7390,9,3,2,1,2,2903.36,0
1681,6472,9,2,2,1,2,2018.76,0
1682,16770,8,3,3,1,3,2883.92,0
1683,3480,7,2,2,1,2,1921.92,0
1684,10928,7,3,3,1,2,1723.84,0
1685,8918,6,3,3,1,2,1737.64,0
1686,3182,7,2,2,1,2,1643.84,0
1687,9434,7,3,3,1,2,1545.52,0
1688,7984,7,3,3,1,2,1988.24,0
1689,10125,7,3,3,1,2,2061.28,0
1690,8965,7,4,3,1,2,1989.64,0
1691,8174,7,4,3,1,2,1814.2,0
1692,12891,8,4,4,1,3,2507.34,0
1693,9734,7,3,3,0,2,1601.88,0
1694,8433,6,4,3,1,2,2026.14,0
1695,7750,7,3,3,1,2,1537.52,0
1696,15896,7,4,4,1,3,3142.7,0
1697,7848,7,3,3,1,2,1537.52,0
1698,12720,8,4,4,2,3,3678.5,0
1699,10750,8,3,3,2,3,3390.08,0
1700,9085,7,4,3,1,2,3093,0
1701,11692,8,4,3,1,2,3015.32,0
1702,11194,8,2,3,0,3,2292.48,0
1703,10206,8,3,3,1,3,2237.28,0
1704,10130,8,3,3,1,3,2673.72,0
1705,9139,8,2,3,1,2,2189.1,0
1706,11128,9,3,2,2,3,4137.56,0
1707,7993,7,2,3,0,2,1934.88,0
1708,8640,7,2,3,0,2,2026.56,0
1709,12606,9,2,3,1,3,2202.88,0
1710,7500,8,2,2,1,2,1952.32,0
1711,10603,8,4,3,1,3,2422.4,0
1712,8125,8,2,3,1,2,2490.08,0
1713,10625,7,3,3,1,3,2814.28,0
1714,8736,7,3,3,0,2,2565.66,0
1715,8127,7,4,3,0,2,2055.76,0
1716,9605,7,2,3,0,2,1701.44,0
1717,7500,7,3,3,0,2,1595.32,0
1718,7500,6,2,3,0,0,1522.24,0
1719,10628,7,3,3,0,2,2212.04,0
1720,10141,8,2,3,0,3,2537.16,0
1721,13072,7,2,3,0,2,1666.24,0
1722,13072,5,2,3,0,0,1457.12,0
1723,12450,5,3,3,0,2,1743.76,0
1724,7328,7,2,2,0,3,1930.4,0
1725,11492,7,4,4,1,2,2653.42,0
1726,7703,6,3,3,0,2,2273.52,0
1727,7175,6,2,2,0,2,1752.96,0
1728,9109,7,4,3,0,2,2081.2,0
1729,10274,6,3,3,0,2,1740.22,0
1730,8250,6,2,4,2,2,1882,0
1731,9750,5,2,3,0,2,1600.48,0
1732,8499,5,2,3,0,2,1579.92,0
1733,9079,5,1,2,0,1,1500.8,0
1734,9316,5,2,3,0,1,1601.12,0
1735,7791,5,2,3,0,1,1379.52,0
1736,7150,5,2,3,0,1,1415.56,0
1737,15676,8,3,2,2,3,3703.2,0
1738,11949,7,4,3,1,2,2675.06,0
1739,2880,7,3,3,1,3,3531.88,0
1740,3830,6,3,2,1,2,2412.48,0
1741,4217,6,3,1,1,2,2038.88,0
1742,2998,6,4,2,0,2,1921.66,0
1743,3768,7,4,3,0,2,1859.34,0
1744,14694,8,3,2,1,2,3241.38,0
1745,15417,7,2,2,0,2,2622.1,0
1746,9600,8,3,4,1,2,2659.96,0
1747,12732,7,3,3,2,2,2704.32,0
1748,10400,6,3,5,1,2,3097.76,0
1749,9600,5,3,3,1,2,2143.12,0
1750,9000,6,2,3,0,1,1881.18,0
1751,13774,7,3,4,2,2,3045.76,0
1752,7130,5,2,2,0,1,1326.24,0
1753,9600,5,2,3,0,2,2141.44,0
1754,9600,7,4,4,1,2,2803.72,0
1755,16500,6,3,3,1,2,2008.04,0
1756,7436,4,2,2,1,2,1689.08,0
1757,8125,5,1,3,0,1,1242.94,0
1758,9450,4,2,3,1,3,1990.62,0
1759,13495,5,3,3,1,2,2381.48,0
1760,9350,5,3,3,1,2,2165.2,0
1761,10500,5,3,3,2,2,2073.88,0
1762,8970,5,3,4,1,2,2744.56,0
1763,11475,6,2,4,1,2,2161.76,0
1764,9768,5,2,2,0,1,1402.78,0
1765,9900,6,2,2,0,2,2842.62,0
1766,10573,6,3,3,1,2,2517.92,0
1767,14695,6,3,2,2,2,2769.14,0
1768,8760,5,2,3,0,1,1926.84,0
1769,12285,7,2,3,2,2,2064.72,0
1770,9240,6,3,3,0,1,1605.2,0
1771,8750,5,2,3,0,1,1888.74,0
1772,8750,5,2,3,0,1,2170.86,0
1773,10400,4,2,3,2,1,2118.1,0
1774,9482,5,2,4,0,2,2388.48,0
1775,8128,6,2,3,0,1,1525.96,0
1776,13070,5,1,2,0,2,1546.4,0
1777,8480,5,2,2,0,1,1253.04,0
1778,7626,5,2,2,0,1,1636.22,0
1779,9533,5,2,2,0,1,1431.12,0
1780,11419,7,3,3,1,2,2078.3,0
1781,9600,5,1,3,0,1,1749.24,0
1782,5470,3,1,2,0,1,1085.76,0
1783,10800,5,3,4,0,2,1773.6,0
1784,8146,4,1,2,0,1,1366.84,0
1785,10230,5,1,3,0,1,1440.32,0
1786,10410,4,2,3,1,2,3124.8,0
1787,7200,7,2,4,0,2,1945.36,0
1788,5400,2,2,2,0,0,780.28,0
1789,10800,5,1,2,0,2,1047.6,0
1790,10800,3,2,1,0,1,925.4,0
1791,9671,6,4,6,0,3,2893.44,0
1792,10143,6,2,3,0,1,2026.56,0
1793,11500,6,2,3,1,2,1785.36,0
1794,8010,6,2,2,0,2,1507.54,0
1795,10454,6,1,3,0,1,1600.04,0
1796,9000,6,1,2,1,1,1265.52,0
1797,8064,6,1,3,0,2,1705.34,0
1798,7350,5,1,3,0,1,1332.48,0
1799,7200,5,2,2,0,1,1240.24,0
1800,8000,5,2,3,0,1,1510.36,0
1801,10800,4,2,4,0,1,1857.16,0
1802,8064,6,1,3,0,2,1921.72,0
1803,7570,6,2,4,0,2,2068.4,0
1804,8604,5,2,2,0,2,1556.42,0
1805,7936,6,2,3,1,1,1618.44,0
1806,4080,6,1,3,0,1,1700.04,0
1807,10307,6,3,4,0,2,2602.5,0
1808,15660,5,2,3,0,2,1373.2,0
1809,9900,5,2,3,0,0,1760,0
1810,6406,5,2,3,1,2,2032.34,0
