Id,LotArea,OverallQual,T_Bath,T_Br,Fireplaces,GarageCars,Ppf_Adj,T_Sf,SalePrice
967,9600,0.95,3,2,2,1,111.625,1713.36,160000
968,7390,0.95,2,3,0,1,111.625,1712.12,135000
969,5925,0.85,1,2,0,0,99.875,1136,37900
970,10382,1.1,2,2,0,1,129.25,1434.06,140000
971,10800,0.9,2,4,0,0,105.75,1393.6,135000
972,2268,1.15,2,2,0,2,135.125,2054.3,173000
973,7892,1.1,2,2,1,1,129.25,1192.96,99500
974,11639,1.15,2,3,0,2,135.125,1923.84,182000
975,11414,1.15,1,3,0,2,135.125,2656.6,167500
976,2651,1.15,4,3,0,2,135.125,1926.3,165000
977,5900,0.9,1,2,0,0,105.75,992.2,85500
978,4274,1.15,3,1,0,2,135.125,2057.32,199900
979,9450,0.9,1,3,0,2,105.75,1332,110000
980,8816,0.95,2,3,0,2,111.625,1720.22,139000
981,12122,1.15,2,3,0,2,135.125,1711.06,178400
982,12203,1.15,4,4,1,3,135.125,3405.36,336000
983,3182,1.15,2,2,1,2,135.125,1697.28,159895
984,11250,1.15,3,4,1,2,135.125,2605.84,255900
985,10125,0.95,2,4,0,2,111.625,1734,126000
986,10880,0.95,2,3,0,1,111.625,1881.92,125000
987,5310,1.1,1,2,0,1,129.25,2022.96,117000
988,10159,1.2,4,3,1,3,141,3223.56,395192
989,12046,1.1,3,4,1,2,129.25,2499.68,195000
990,8125,1.15,3,3,0,2,135.125,1831.6,197000
991,9452,1.15,4,3,1,3,135.125,3204.04,348000
992,17671,1.15,2,4,1,2,135.125,2207.12,168000
993,9760,1.1,3,3,1,2,129.25,2489.74,187000
994,8846,1.1,3,3,0,2,129.25,1738,173900
995,12456,10,3,3,1,3,1175,2769.12,337500
996,4712,0.9,3,3,0,1,105.75,1653.12,121600
997,10659,0.95,2,3,0,1,111.625,1910.3,136500
998,11717,1.1,2,2,1,2,129.25,2083.2,185000
999,9786,0.85,1,3,1,1,99.875,1481.2,91000
1000,6762,1.15,3,2,0,2,135.125,1889.6,206000
1001,10206,0.85,1,2,0,2,99.875,944,82000
1002,5400,0.95,1,2,0,1,111.625,983.2,86000
1003,11957,1.15,2,3,1,3,135.125,2198.24,232000
1004,11500,0.95,2,4,0,2,111.625,2150.4,136905
1005,3182,1.15,2,1,1,2,135.125,1986.16,181000
1006,8385,0.95,2,3,0,1,111.625,1597.5,149900
1007,12155,1.1,3,3,1,2,129.25,2629.74,163500
1008,2217,0.9,2,3,0,1,105.75,1582.84,88000
1009,12118,1.15,2,3,1,2,135.125,2399.2,240000
1010,6000,0.95,2,4,0,0,111.625,1925.68,102000
1011,21286,0.95,2,4,1,1,111.625,1567.64,135000
1012,9825,0.95,2,4,0,0,111.625,1664,100000
1013,10592,1.1,2,3,2,1,129.25,1862.36,165000
1014,7200,0.95,2,2,0,1,111.625,1773.12,85000
1015,11664,1.1,1,2,1,1,129.25,1603.2,119200
1016,8400,1.15,4,3,0,2,135.125,2146.42,227000
1017,11883,1.15,3,3,1,2,135.125,2286.12,203000
1018,5814,1.15,2,1,1,2,135.125,2094.16,187500
1019,10784,1.15,3,3,1,2,135.125,1684.48,160000
1020,3013,1.15,2,2,1,2,135.125,1999.68,213490
1021,7024,0.9,3,2,0,2,105.75,2009.6,176000
1022,7406,1.15,3,2,0,2,135.125,1898.68,194000
1023,9439,0.95,1,2,0,1,111.625,1782.48,87000
1024,3182,1.15,2,2,1,2,135.125,2002.16,191000
1025,15498,1.15,3,2,1,2,135.125,4079.02,287000
1026,7700,0.95,2,3,0,2,111.625,1396.44,112500
1027,9300,0.95,2,3,2,2,111.625,1941.82,167500
1028,9520,1.15,3,3,1,3,135.125,2777.14,293077
1029,9492,0.95,2,3,1,1,111.625,1730.1,105000
1030,1680,1.1,3,3,0,1,129.25,1536.34,118000
1031,7082,0.95,2,5,0,0,111.625,2320.72,160000
1032,15863,1.15,4,5,2,2,135.125,3627.98,197000
1033,14541,1.15,4,5,1,3,135.125,3416.48,310000
1034,8125,1.15,3,3,0,3,135.125,2561.16,230000
1035,6305,0.95,1,2,1,1,111.625,1211.6,119750
1036,11500,0.9,1,3,0,1,105.75,964.04,84000
1037,12898,1.2,3,2,1,3,141,2567,315500
1038,9240,1.15,3,3,1,2,135.125,2707.8,287000
1039,1533,0.9,2,3,1,0,105.75,1496.88,97000
1040,1477,0.9,2,1,0,1,105.75,979.46,80000
1041,13125,0.95,3,3,1,2,111.625,2409.52,155000
1042,9130,1.1,3,4,0,2,129.25,2045.76,173000
1043,5381,1.1,3,1,1,2,129.25,2136.88,196000
1044,11839,1.15,4,4,1,2,135.125,3330.58,262280
1045,9600,1.15,4,4,1,2,135.125,4005.44,278000
1046,13680,0.85,2,4,1,2,99.875,1733,139600
1047,16056,1.2,4,4,1,3,141,3730.72,556581
1048,9245,0.95,2,3,0,2,111.625,1500.44,145000
1049,21750,0.95,1,3,1,2,111.625,1771,115000
1050,11100,0.9,1,2,0,1,105.75,930,84900
1051,8993,1.15,2,3,0,2,135.125,1684.16,176485
1052,11175,1.15,2,3,1,2,135.125,1700.48,200141
1053,9500,1.1,3,4,1,2,129.25,2397.36,165000
1054,8562,0.95,1,4,1,1,111.625,2133.34,144500
1055,11367,1.15,4,3,1,2,135.125,2779.44,255000
1056,11361,1.1,3,3,1,2,129.25,2189.4,180000
1057,7052,1.15,3,2,1,2,135.125,2121.66,185850
1058,29959,1.15,3,3,1,2,135.125,2510.66,248000
1059,11308,1.2,4,3,1,3,141,2892.96,335000
1060,11275,1.1,2,3,1,2,129.25,2537.2,220000
1061,4920,1.15,3,2,0,2,135.125,2071.68,213500
1062,18000,0.85,1,2,0,3,99.875,1160.32,81000
1063,13600,0.95,2,5,0,2,111.625,2567.96,90000
1064,6000,1.1,1,2,1,2,129.25,1749.06,110500
1065,11000,0.95,2,3,1,2,111.625,1853.32,154000
1066,14000,1.15,4,3,0,2,135.125,3258.66,328000
1067,7837,1.1,3,3,1,2,129.25,1826.72,178000
1068,9760,1.1,3,4,0,2,129.25,2520.32,167900
1069,3964,1.1,4,5,1,2,129.25,3551.26,151400
1070,9600,0.95,2,2,0,2,111.625,1204.4,135000
1071,10152,0.95,2,3,0,1,111.625,1671.88,135000
1072,11700,1.1,2,4,0,2,129.25,1860.88,154000
1073,7585,0.95,3,4,1,1,111.625,1682.8,91500
1074,7950,1.1,2,3,0,2,129.25,1962.38,159500
1075,8556,1.15,2,2,0,3,135.125,1751.2,194000
1076,13125,1.15,2,3,2,1,135.125,2103.4,219500
1077,10800,0.95,3,3,1,2,111.625,2197.56,170000
1078,15870,0.95,2,3,0,1,111.625,1876.52,138800
1079,4435,1.1,2,1,1,2,129.25,1400.12,155900
1080,8775,0.95,1,3,0,1,111.625,1486.7,126000
1081,11040,1.1,3,3,0,2,129.25,2045.6,145000
1082,7500,0.95,3,3,0,1,111.625,1804.96,133000
1083,8749,1.15,2,3,1,2,135.125,2021.6,192000
1084,8800,1.1,2,3,2,1,129.25,1882.1,160000
1085,13031,1.1,3,3,1,2,129.25,2129.56,187500
1086,9069,1.1,2,2,0,2,129.25,1588.86,147000
1087,1974,0.9,2,3,0,1,105.75,1512.04,83500
1088,10574,1.15,3,3,1,3,135.125,2398.36,252000
1089,2522,1.15,2,3,0,2,135.125,2012.6,137500
1090,3316,1.15,3,1,1,2,135.125,2016.62,197000
1091,8544,0.85,2,2,0,2,99.875,1040,92900
1092,2160,1.15,4,2,0,2,135.125,1631.8,160000
1093,8400,1.1,2,4,1,2,129.25,2500.02,136500
1094,9230,0.95,3,1,0,2,111.625,1717.86,146000
1095,5868,0.95,2,2,0,1,111.625,1530.4,129000
1096,9317,1.1,2,3,1,2,129.25,1707.68,176432
1097,6882,1.1,2,3,0,0,129.25,1734.76,127000
1098,3696,1.15,2,2,0,2,135.125,1568.48,170000
1099,6000,0.9,1,3,0,1,105.75,1740.64,128000
1100,11880,1.15,2,3,1,2,135.125,2196.24,157000
1101,8400,0.8,1,1,0,1,94,617.8,60000
1102,9758,0.95,1,3,0,1,111.625,1453.66,119500
1103,7000,0.95,1,2,0,1,111.625,1629.52,135000
1104,8910,1.1,2,3,1,2,129.25,1769.06,159500
1105,2016,0.95,3,3,0,2,111.625,1478.4,106000
1106,12256,1.15,4,3,2,2,135.125,3527.16,325000
1107,10357,1.15,3,3,1,2,135.125,2142.92,179900
1108,23257,1.15,3,3,1,2,135.125,2344.04,274725
1109,8063,1.1,3,3,1,2,129.25,2051.12,181000
1110,11362,1.15,3,3,1,3,135.125,2931.34,280000
1111,8000,1.1,4,3,1,2,129.25,2159.46,188000
1112,10480,1.15,3,4,1,2,135.125,2381.06,205000
1113,7100,0.95,2,2,0,1,111.625,1285.2,129900
1114,8923,0.95,2,2,0,1,111.625,1523.26,134500
1115,5400,0.95,1,2,0,1,111.625,1207.34,117000
1116,12085,1.15,3,3,1,3,135.125,2560.88,318000
1117,7750,1.15,4,3,1,2,135.125,1730.06,184100
1118,9764,0.95,2,3,0,2,111.625,1383,130000
1119,13825,0.95,2,3,0,1,111.625,1956.64,140000
1120,7560,0.95,1,3,0,1,111.625,1768.02,133700
1121,8263,1.1,1,2,1,1,129.25,1411.52,118400
1122,10084,1.15,2,3,0,3,135.125,2102.88,212900
1123,8926,0.9,1,3,0,1,105.75,1285.12,112000
1124,9405,0.95,2,2,0,0,111.625,1053.44,118000
1125,9125,1.15,3,3,1,2,135.125,1673.52,163900
1126,10434,0.9,1,2,1,2,105.75,1286.4,115000
1127,3684,1.15,2,2,1,3,135.125,2046.96,174000
1128,14572,1.15,3,3,1,3,135.125,2521.36,259000
1129,11796,1.15,3,4,1,2,135.125,2298.56,215000
1130,7200,0.95,2,2,0,2,111.625,1547.68,140000
1131,7804,0.9,3,4,2,2,105.75,2817.68,135000
1132,10712,0.95,1,3,0,0,111.625,1341.2,93500
1133,9900,1.1,2,5,0,1,129.25,2530.64,117500
1134,9828,1.15,3,3,1,2,135.125,2658.4,239500
1135,8773,1.1,3,3,1,2,129.25,1950.88,169000
1136,6180,1.1,1,2,1,1,129.25,1357.2,102000
1137,9600,1.1,1,3,0,1,129.25,1720.64,119000
1138,6342,0.95,1,2,0,0,111.625,1393.28,94000
1139,9819,1.1,3,2,2,2,129.25,2733.1,196000
1140,8731,0.95,1,3,1,2,111.625,1908.18,144000
1141,7350,0.95,2,2,0,2,111.625,1508.24,139000
1142,10304,0.95,4,4,1,2,111.625,2579.46,197500
1143,9965,1.15,4,4,1,3,135.125,3824.68,424870
1144,9000,0.95,1,3,0,0,111.625,1404.8,80000
1145,12180,0.9,2,2,0,1,105.75,1230.48,80000
1146,6240,0.95,1,3,1,1,111.625,1867.76,149000
1147,11200,1.1,3,3,1,2,129.25,2215.56,180000
1148,12000,1.15,2,3,1,1,135.125,1854.62,174500
1149,5700,1.15,1,2,1,1,135.125,1426.04,116900
1150,9000,1.15,2,3,0,2,135.125,1876.16,143000
1151,8280,1.1,1,2,1,1,129.25,1381.28,124000
1152,17755,0.95,2,3,2,2,111.625,2108.32,149900
1153,14115,1.1,1,2,1,2,129.25,2644.46,230000
1154,5890,1.1,1,2,0,1,129.25,1311.88,120500
1155,13700,1.15,3,4,2,2,135.125,2485.68,201800
1156,10768,0.95,3,3,1,2,111.625,2357.54,218000
1157,9350,0.95,3,3,1,2,111.625,1973.86,179900
1158,5001,1.15,3,2,1,2,135.125,2148.96,230000
1159,11932,1.15,2,3,0,3,135.125,2041.6,235128
1160,9120,1.1,3,4,1,2,129.25,2333.76,185000
1161,2280,1.1,3,3,1,2,129.25,1817.78,146000
1162,14778,1.1,2,3,1,2,129.25,2496.64,224000
1163,8724,0.95,1,3,1,2,111.625,1311.6,129000
1164,12900,0.9,4,0,0,2,105.75,2077.56,108959
1165,16157,0.95,3,2,1,2,111.625,2428.46,194000
1166,9541,1.15,2,3,0,2,135.125,2013.76,233170
1167,10475,1.15,2,3,0,3,135.125,2297.12,245350
1168,10852,1.1,4,3,1,2,129.25,2237.16,173000
1169,13728,1.1,2,4,2,2,129.25,2690.4,235000
1170,35760,10,5,4,1,3,1175,4930.82,625000
1171,9880,1.1,2,3,1,1,129.25,1732.28,171000
1172,9120,1.1,2,3,1,2,129.25,2011.96,163000
1173,4017,1.15,3,2,0,2,135.125,1468.2,171900
1174,18030,0.95,3,3,1,0,111.625,3822.66,200500
1175,16560,1.1,3,4,1,2,129.25,2782.58,239000
1176,10678,1.15,3,4,1,2,135.125,3607.64,285000
1177,6951,0.95,2,3,0,1,111.625,1623.68,119500
1178,3950,1.1,1,3,0,1,129.25,1714.24,115000
1179,7681,0.95,2,3,1,1,111.625,1760.32,154900
1180,8335,0.95,1,3,1,0,111.625,1320,93000
1181,11170,1.15,3,4,0,2,135.125,3267.92,250000
1182,5587,1.15,4,2,1,2,135.125,2874.74,392500
1183,15623,10,5,4,2,3,1175,6031.36,745000
1184,10800,0.95,2,2,1,2,111.625,1869.3,120000
1185,35133,0.95,3,3,2,3,111.625,2774.42,186700
1186,9738,0.95,2,4,0,1,111.625,1781.48,104900
1187,10615,0.85,3,3,0,2,99.875,2181.64,95000
1188,12461,1.15,3,2,1,3,135.125,2833.92,262000
1189,8935,1.15,3,3,0,2,135.125,2039.24,195000
1190,7500,1.15,3,3,1,2,135.125,2219.92,189000
1191,32463,0.9,2,3,1,4,105.75,2646.74,168000
1192,2645,1.15,3,2,0,2,135.125,1790.12,174000
1193,9600,0.95,1,3,0,1,111.625,1742.48,125000
1194,4500,1.1,3,2,0,2,129.25,2110.14,165000
1195,9364,1.1,2,4,0,1,129.25,1935.14,158000
1196,8029,1.1,3,3,0,2,129.25,1743.04,176000
1197,14054,1.15,3,4,1,3,135.125,2186.72,219210
1198,8850,1.15,1,3,1,1,135.125,2208.6,144000
1199,9100,1.15,2,3,0,2,135.125,1779.2,178000
1200,11235,0.9,2,3,1,2,105.75,1927.86,148000
1201,9353,0.9,1,3,0,1,105.75,1105.92,116050
1202,10400,1.15,3,3,0,2,135.125,2177,197900
1203,6000,0.95,2,3,1,1,111.625,1778.56,117000
1204,9750,1.15,2,3,1,2,135.125,2320.96,213000
1205,10140,0.95,3,3,0,2,111.625,1708,153500
1206,14684,1.15,2,3,1,3,135.125,3135.08,271900
1207,8900,0.9,2,2,0,1,105.75,1744.32,107000
1208,9135,1.1,3,3,0,2,129.25,2427.84,200000
1209,7763,0.95,2,3,0,2,111.625,1751.76,140000
1210,10182,1.15,3,3,1,2,135.125,2785.68,290000
1211,11218,1.1,3,3,1,2,129.25,2630,189000
1212,12134,1.15,2,4,0,2,135.125,2271.3,164000
1213,9340,0.9,2,2,0,1,105.75,1067.52,113000
1214,10246,0.9,2,0,0,1,105.75,1418.08,145000
1215,10205,0.95,2,3,0,1,111.625,1678.16,134500
1216,7094,0.95,1,3,0,1,111.625,1332.68,125000
1217,8930,1.1,2,4,0,2,129.25,1902,112000
1218,8640,1.15,3,3,0,2,135.125,2172.24,229456
1219,6240,0.9,1,2,0,0,105.75,912,80500
1220,1680,1.1,2,3,0,0,129.25,1534.8,91500
1221,7800,0.95,1,2,0,1,111.625,1477.44,115000
1222,8250,0.95,1,3,1,1,111.625,1780.24,134000
1223,10496,1.1,2,3,1,1,129.25,2203.84,143000
1224,10680,0.95,2,4,0,2,111.625,3015.12,137900
1225,15384,1.15,4,3,1,2,135.125,2080.8,184000
1226,10482,1.1,2,3,0,1,129.25,1618.38,145000
1227,14598,1.1,3,4,1,3,129.25,2261.72,214000
1228,8872,0.95,2,2,0,2,111.625,1561.66,147000
1229,8769,1.2,3,1,1,3,141,2894.16,367294
1230,7910,0.95,2,4,0,1,111.625,2034.44,127000
1231,18890,0.95,4,4,1,2,111.625,3488.14,190000
1232,7728,0.95,2,3,0,2,111.625,1787.1,132500
1233,9842,0.9,2,2,0,2,105.75,1224,101800
1234,12160,0.95,2,3,0,2,111.625,1860.64,142000
1235,8525,0.95,2,4,0,0,111.625,2380.8,130000
1236,13132,0.95,2,4,0,1,111.625,2155.08,138887
1237,2628,1.15,3,2,0,2,135.125,1861.52,175500
1238,12393,1.15,3,4,1,2,135.125,2287.56,195000
1239,13072,1.1,2,3,0,2,129.25,1460.48,142500
1240,9037,1.15,2,2,1,2,135.125,2146,265900
1241,8158,1.15,4,3,0,2,135.125,2252.92,224900
1242,9849,1.15,2,3,0,3,135.125,2206.72,248328
1243,10625,1.15,3,3,2,2,135.125,1921.86,170000
1244,13891,10,4,2,1,3,1175,3449.96,465000
1245,11435,1.15,1,3,2,2,135.125,1738.76,230000
1246,12090,1.1,4,3,1,2,129.25,2381.12,178000
1247,8125,1.15,3,3,0,2,135.125,1800.68,186500
1248,12328,1.1,2,3,0,3,129.25,1500.62,169900
1249,9600,1.1,2,3,1,2,129.25,2600.18,129500
1250,7200,0.95,1,3,0,1,111.625,1511.48,119000
1251,11160,1.15,4,3,2,2,135.125,3062.9,244000
1252,3136,1.15,2,2,1,2,135.125,1921.92,171750
1253,9858,0.95,2,3,0,1,111.625,1310.44,130000
1254,17542,1.15,4,3,2,2,135.125,3072.2,294000
1255,6931,1.15,3,3,1,2,135.125,2081.2,165400
1256,6240,1.1,1,3,1,1,129.25,1831.02,127500
1257,14303,1.15,3,2,1,2,135.125,3186.32,301500
1258,4060,0.95,1,2,0,0,111.625,1182.72,99900
1259,9587,1.15,3,2,0,2,135.125,1764.06,190000
1260,9750,1.1,3,3,0,2,129.25,1865.92,151000
1261,24682,1.1,3,3,1,2,129.25,1992.88,181000
1262,9600,0.95,1,2,0,1,111.625,1515.36,128900
1263,11250,0.9,2,5,2,1,105.75,2173.92,161500
1264,13515,1.1,1,3,1,2,129.25,2148.8,180500
1265,4060,1.1,3,2,0,2,129.25,1967.4,181000
1266,3735,1.15,4,3,0,2,135.125,1825.68,183900
1267,10120,1.15,2,4,1,1,135.125,2380.32,122000
1268,13214,1.2,2,3,1,3,141,2731.52,378500
1269,14100,1.15,4,4,2,3,135.125,3926.68,381000
1270,11344,0.95,2,3,0,1,111.625,1925.12,144000
1271,23595,1.15,3,0,1,2,135.125,2496.2,260000
1272,9156,1.1,2,3,1,2,129.25,1905.92,185750
1273,13526,0.95,2,3,0,1,111.625,1629.9,137000
1274,11512,1.1,2,2,1,1,129.25,1984.58,177000
1275,5362,0.95,2,3,1,2,111.625,1661.24,139000
1276,11345,0.95,2,4,0,2,111.625,2254.64,137000
1277,12936,1.1,3,3,1,2,129.25,2080.02,162000
1278,17871,1.1,3,3,1,2,129.25,2373.92,197900
1279,9473,1.15,4,3,1,2,135.125,2789,237000
1280,7500,0.9,1,2,0,2,105.75,1486.96,68400
1281,9808,1.15,3,3,0,2,135.125,2338.96,227000
1282,8049,1.15,3,2,1,2,135.125,2163.94,180000
1283,8800,0.95,2,3,0,2,111.625,1733.84,150500
1284,9400,1.1,4,4,0,0,129.25,2161.28,139000
1285,9638,1.1,2,4,1,1,129.25,2952.76,169000
1286,6000,1.1,1,4,1,1,129.25,1659.2,132500
1287,9790,1.1,3,3,2,2,129.25,1941.64,143000
1288,36500,0.95,3,4,0,2,111.625,2578.72,190000
1289,5664,1.15,3,2,1,2,135.125,2655.88,278000
1290,11065,1.15,3,3,1,3,135.125,2446.28,281000
1291,14112,0.95,2,3,1,2,111.625,1964.6,180500
1292,1680,0.95,3,3,0,1,111.625,1675.34,119500
1293,6600,0.95,2,4,0,1,111.625,2879.92,107500
1294,10140,1.15,3,4,1,2,135.125,2140.72,162900
1295,8172,0.95,2,2,0,2,111.625,1162.7,115000
1296,8400,0.95,3,3,0,1,111.625,1919.84,138500
1297,8700,0.95,3,3,0,2,111.625,1952.56,155000
1298,3675,1.1,3,2,0,2,129.25,1446.34,140000
1299,63887,10,5,3,3,2,1175,9642.32,160000
1300,7500,0.95,3,3,0,1,111.625,2158.04,154000
1301,10762,1.15,3,3,1,2,135.125,2492.8,225000
1302,7500,1.1,1,3,2,1,129.25,2030.26,177500
1303,10120,1.15,4,4,1,3,135.125,3363.96,290000
1304,8688,1.15,2,3,0,3,135.125,2248.8,232000
1305,3363,1.15,2,3,0,2,135.125,2013.28,130000
1306,13173,1.2,3,2,2,2,141,2989.2,325000
1307,6955,1.15,2,2,1,2,135.125,1863.52,202500
1308,8072,0.95,2,3,0,2,111.625,1572.04,138000
1309,12000,0.95,2,2,0,2,111.625,1665.2,147000
1310,7153,1.1,3,3,0,2,129.25,2172.32,179200
1311,17500,1.15,3,3,2,2,135.125,3220.76,335000
1312,8814,1.15,3,3,0,2,135.125,2192.58,203000
1313,9572,1.15,3,4,1,2,135.125,3700.72,302000
1314,14774,1.2,3,4,1,3,141,3440.56,333168
1315,8190,0.9,2,3,1,1,105.75,1491.12,119000
1316,11075,1.1,3,4,2,2,129.25,2821.6,206900
1317,10226,1.15,3,3,1,3,135.125,2227.84,295493
1318,4230,1.15,2,2,1,2,135.125,1923.36,208900
1319,14781,1.15,2,3,1,3,135.125,2524.56,275000
1320,10215,0.9,1,3,0,1,105.75,1357.2,111000
1321,8400,1.1,3,3,2,2,129.25,2383.4,156500
1322,6627,0.85,1,2,0,1,99.875,720,72500
1323,10186,1.15,4,3,1,2,135.125,2546.96,190000
1324,5330,0.9,1,2,0,0,105.75,1025.76,82500
1325,9986,1.15,2,2,1,3,135.125,2336.8,147000
1326,3636,0.9,1,2,0,0,105.75,1106.88,55000
1327,4270,0.85,1,3,0,0,99.875,1362.96,79000
1328,6600,0.95,2,3,1,1,111.625,1262.42,130500
1329,10440,1.1,2,5,2,2,129.25,4108.02,256000
1330,9084,1.15,3,3,1,2,135.125,1916.2,176500
1331,10000,1.15,2,3,1,3,135.125,2160.8,227000
1332,10780,0.95,1,3,0,2,111.625,1373.3,132500
1333,8877,0.9,2,2,1,1,105.75,1279.08,100000
1334,7200,0.95,2,2,0,1,111.625,1804.04,125500
1335,2368,0.95,2,3,0,2,111.625,1868.1,125000
1336,9650,1.1,3,2,1,2,129.25,1958.04,167900
1337,9246,0.95,2,4,0,2,111.625,2288.48,135000
1338,4118,0.9,1,2,0,0,105.75,903.04,52500
1339,13450,1.15,4,3,0,2,135.125,2521.72,200000
1340,9560,0.95,1,3,0,1,111.625,1228.32,128500
1341,8294,0.9,1,3,0,4,105.75,1112.24,123000
1342,13695,1.1,2,3,0,2,129.25,1765.08,155000
1343,9375,1.15,3,3,1,2,135.125,2721,228500
1344,7558,1.1,2,3,1,2,129.25,2163.88,177000
1345,11103,1.15,3,3,1,2,135.125,1659.84,155835
1346,6000,0.9,1,2,0,1,105.75,1461.64,108500
1347,20781,1.15,2,3,1,2,135.125,3020.94,262500
1348,15306,1.15,3,3,1,3,135.125,2288.16,283463
1349,16196,1.15,3,3,1,2,135.125,2676.86,215000
1350,5250,1.15,2,4,0,0,135.125,2698.38,122000
1351,11643,0.95,6,6,0,4,111.625,3153.44,200000
1352,9247,1.1,2,4,1,2,129.25,2203.9,171000
1353,6000,1.1,1,2,0,2,129.25,1505.84,134900
1354,14720,1.15,4,4,1,3,135.125,4334.6,410000
1355,10316,1.15,4,3,1,3,135.125,2539.86,235000
1356,10192,1.15,3,4,1,2,135.125,2158,170000
1357,9477,0.95,1,3,0,1,111.625,1249.52,110000
1358,12537,0.95,3,3,1,2,111.625,1629.4,149900
1359,2117,1.1,3,3,0,2,129.25,1938.8,177500
1360,16737,1.2,3,3,1,3,141,3186.54,315000
1361,9842,0.95,4,4,0,2,111.625,3154.36,189000
1362,16158,1.15,3,3,1,2,135.125,2527.88,260000
1363,12513,0.9,2,4,1,1,105.75,1973.4,104900
1364,8499,1.1,3,3,1,2,129.25,1613.28,156932
1365,3180,1.15,3,2,0,2,135.125,1500.8,144152
1366,7500,1.15,4,3,0,2,135.125,2159.94,216000
1367,9179,1.15,4,3,0,2,135.125,2320.06,193000
1368,2665,0.95,2,4,1,1,111.625,2019.46,127000
1369,4435,1.1,2,1,0,2,129.25,1407.94,144000
1370,10635,1.15,3,3,1,2,135.125,2797.84,232000
1371,5400,0.9,1,2,0,1,105.75,1926.24,105000
1372,9600,1.1,2,3,1,1,129.25,2350.5,165500
1373,9750,1.15,4,3,1,2,135.125,3036.66,274300
1374,11400,10,4,2,2,3,1175,4119.08,466500
1375,10625,1.15,3,3,1,3,135.125,2511.84,250000
1376,10991,1.15,2,3,1,3,135.125,2103.68,239000
1377,6292,1.1,1,2,0,1,129.25,1248.4,91000
1378,10998,0.95,2,3,0,2,111.625,2215.44,117000
1379,1953,1.1,2,2,0,1,129.25,1273.38,83000
1380,9735,0.95,3,3,0,2,111.625,1565.52,167500
1381,8212,0.85,2,2,0,1,99.875,1259.42,58500
1382,12925,1.1,3,4,2,2,129.25,2782.1,237500
1383,7200,1.15,3,4,0,2,135.125,2146.4,157000
1384,25339,0.95,2,3,0,2,111.625,1743.04,112000
1385,9060,1.1,1,2,0,1,129.25,1484.16,105000
1386,5436,0.9,2,3,0,1,105.75,1703.58,125500
1387,16692,1.15,5,5,2,2,135.125,3955.42,250000
1388,8520,1.1,2,5,1,1,129.25,3037,136000
1389,14892,1.2,3,3,2,3,141,2843.52,377500
1390,6000,1.1,2,3,1,2,129.25,1551.3,131000
1391,9100,1.15,3,3,0,2,135.125,2596.96,235000
1392,8944,0.95,2,4,0,3,111.625,2149.12,124000
1393,7838,0.95,2,3,1,1,111.625,1630.58,123000
1394,10800,1.1,2,3,1,2,129.25,2253.52,163000
1395,4045,1.15,3,2,1,3,135.125,2362.52,246578
1396,12665,1.15,3,4,1,3,135.125,2911.68,281213
1397,57200,0.95,2,3,2,2,111.625,2173.74,160000
1398,6120,0.95,2,4,0,1,111.625,1923.28,137500
1399,7200,0.95,3,3,0,1,111.625,2570.96,138000
1400,6171,1.1,3,3,1,1,129.25,2077.92,137450
1401,6000,1.1,1,3,1,1,129.25,1497.92,120000
1402,7415,1.1,4,3,1,2,129.25,2209.98,193000
1403,6762,1.15,2,2,1,2,135.125,1805.6,193879
1404,15256,1.15,3,3,0,3,135.125,2431.18,282922
1405,10410,0.85,1,3,0,3,99.875,1681.2,105000
1406,3842,1.15,4,2,1,2,135.125,2776.46,275000
1407,8445,0.95,2,2,0,2,111.625,1243.2,133000
1408,8780,0.95,2,3,0,0,111.625,1278.74,112000
1409,7740,0.9,1,3,0,2,105.75,1637.96,125500
1410,20544,1.15,3,3,1,2,135.125,2597.84,215000
1411,12420,1.15,4,3,0,2,135.125,2366.76,230000
1412,9600,1.1,2,3,0,1,129.25,1948.48,140000
1413,7200,0.9,2,2,0,2,105.75,1040,90000
1414,10994,1.15,3,2,1,2,135.125,2832.96,257000
1415,13053,1.1,2,4,1,2,129.25,2213.24,207000
1416,3635,1.15,3,1,1,3,135.125,2400.52,175900
1417,11340,0.9,2,4,0,2,105.75,2607.88,122500
1418,16545,1.15,4,3,1,3,135.125,3175.86,340000
1419,9204,0.95,3,3,0,1,111.625,1839.7,124000
1420,16381,1.1,3,3,1,2,129.25,2986.2,223000
1421,11700,1.1,3,3,1,2,129.25,1958.2,179900
1422,4043,1.1,2,2,1,2,129.25,1633.72,127500
1423,4435,1.1,2,1,0,2,129.25,1408.28,136500
1424,19690,1.1,2,4,1,2,129.25,2960,274970
1425,9503,0.95,2,2,1,1,111.625,2137.9,144000
1426,10721,1.1,1,3,0,2,129.25,1633.76,142000
1427,10944,1.15,4,3,2,2,135.125,3024.48,271000
1428,10930,0.95,3,3,1,1,111.625,2010.84,140000
1429,7200,0.95,2,2,2,1,111.625,1333.56,119000
1430,12546,1.1,2,3,1,2,129.25,2160.84,182900
1431,21930,0.95,3,4,1,2,111.625,2138.96,192140
1432,4928,1.1,2,2,0,2,129.25,1599.96,143750
1433,10800,0.9,2,4,0,1,105.75,1151.68,64500
1434,10261,1.1,4,3,1,2,129.25,2054.08,186500
1435,17400,0.95,3,3,1,2,111.625,1981.12,160000
