LotArea,OverallQual,T_Sf,T_Bath,Fireplaces,GarageCars,Ppf_Adj,SalePrice
18800,6,2289,3.5,1,2,123.375,190000
7800,5,1863.44,1,1,1,111.625,132000
9830,5,1773.28,2,1,2,111.625,162000
17120,4,1635.2,2,1,2,111.625,134432
11143,8,3178.18,3,1,2,135.125,340000
9382,7,1984.44,2,0,2,129.25,191000
8405,5,1773.46,2,0,1,111.625,119000
9571,5,1713.3,2,0,1,111.625,129000
8125,7,2233.76,3,0,2,129.25,241000
10364,6,1829.68,2.5,1,2,123.375,168000
9991,4,2450.28,3,1,2,111.625,150000
14154,7,2638.28,2.5,1,3,129.25,280000
11228,7,2536.84,3.5,1,3,129.25,228000
22420,6,3346,3.5,1,3,123.375,239000
8593,4,1247.36,1,0,1,111.625,109008
6762,7,1853.74,3,0,2,129.25,195400
11457,6,2251.98,3,1,2,123.375,175000
4280,5,956.62,1,1,1,111.625,90350
12354,6,1424.32,1,0,2,123.375,110000
15431,10,3705.1,3,2,3,150.4,555000
6240,5,1874.84,2,1,2,111.625,162900
9000,8,1829.04,2.5,0,2,135.125,210000
9297,5,2693.64,4,0,2,111.625,188000
3675,6,1385.26,2,0,2,123.375,148000
13125,6,2323.04,3,1,2,123.375,208900
4500,6,1925.58,3,0,2,123.375,164000
10289,5,1624.24,2.5,0,2,111.625,156000
9490,6,1906.54,2,2,1,123.375,133000
7879,4,1589.7,1,0,0,111.625,34900
12692,8,4973.06,4,1,2,135.125,430000
9120,7,2285.98,3,0,1,129.25,184000
9803,7,2216.88,2.5,0,2,129.25,226700
9554,8,2420.2,2.5,1,2,135.125,215000
9187,6,1697.76,1.5,0,2,123.375,134000
9531,6,2258.92,3.5,0,2,123.375,211000
14948,9,3649.48,3.5,1,3,141,446261
7200,5,827,1,1,1,111.625,107500
8924,7,2168.8,2.5,0,2,129.25,188000
4058,7,1212.12,2,0,1,129.25,133000
4043,6,1580.02,2,0,2,123.375,140000
11146,8,2331.5,2,1,3,135.125,255500
8777,4,1202.8,2,0,2,111.625,108000
14850,5,1832.42,2,1,1,111.625,141000
21872,7,2012.6,3.5,1,2,129.25,175000
10171,7,1960.36,2,0,2,129.25,214000
12327,8,3231.56,2.5,1,2,135.125,316600
13101,5,2281.14,2,0,2,111.625,142600
7332,6,1334.28,2,0,1,123.375,120000
13159,7,2149.04,2.5,0,2,129.25,224500
8480,5,1769.28,1,0,1,111.625,118500
14585,6,2088.12,2,2,2,123.375,181900
11841,6,1314.88,2,0,0,123.375,118500
13500,10,3588.06,3.5,1,2,150.4,325000
11443,8,3243.96,3,2,3,135.125,369900
3600,6,1685.92,1,0,1,123.375,114504
7800,5,2503.64,4,0,1,111.625,225000
8402,5,1519.4,1,0,0,111.625,147000
1491,4,795.72,2,0,0,111.625,75500
10800,6,3493.96,2.5,1,2,123.375,240000
2117,6,1875.28,2.5,1,2,123.375,168500
10400,6,2160.82,3,1,2,123.375,165150
9020,6,1901.68,2.5,0,2,123.375,168500
12677,8,2535.14,1.5,1,2,135.125,274000
7050,7,2634.36,3.5,1,2,129.25,226000
9187,9,2821.68,3.5,1,3,141,370878
9937,5,2093.18,2,0,2,111.625,167000
10012,4,1883.64,3,0,2,111.625,137500
20896,8,3527.5,2.5,1,3,135.125,423000
4500,5,1845.92,1,0,1,111.625,159434
8089,8,2186.62,3,1,2,135.125,392000
7630,5,2161.28,2,1,2,111.625,140000
9018,7,1741.04,2.5,1,2,129.25,179540
7162,5,1149.28,1,0,1,111.625,109900
10000,5,1971.36,2.5,1,2,111.625,157000
10542,7,3605.26,3.5,1,3,129.25,341000
9920,5,1399.78,1.5,1,1,111.625,128500
4426,6,1383.24,2,0,2,123.375,143000
8120,4,1163.22,1,0,2,111.625,124500
21695,6,2385.04,3,1,2,123.375,222000
8978,5,1304.58,1,0,1,111.625,108000
9236,6,2393.88,3,0,2,123.375,217000
9100,6,1289.52,1,0,1,123.375,127500
8640,7,1906.66,2.5,0,2,129.25,215200
9430,8,3166.86,3.5,1,3,135.125,337000
9549,8,1771.46,2.5,1,2,135.125,270000
53504,8,4506.46,4.5,1,3,135.125,538000
7252,5,1378.14,2,0,2,111.625,134900
16285,7,1852.04,2,0,2,129.25,187100
9101,5,1958.12,2,1,2,111.625,165500
11333,6,1586.22,2,2,2,123.375,146800
8197,6,1555.36,1.5,1,2,123.375,143500
7200,5,2375.7,2.5,2,1,111.625,175000
4800,4,1589.98,2,0,2,111.625,109900
13891,9,3475.76,3.5,1,3,141,582933
12274,7,1872.76,2,0,2,129.25,227680
21384,5,2589.02,3.5,1,2,111.625,223500
4438,6,1370.84,2,1,2,123.375,144500
8712,5,1195.2,1,0,2,111.625,55993
9750,6,2270.16,1.5,0,1,123.375,157900
13265,8,2633.64,3,2,3,135.125,271000
6000,4,1322.24,1,0,2,111.625,93000
14803,10,3309.2,3,1,3,150.4,385000
6130,5,1340.8,2,0,0,111.625,109500
8529,7,2058.12,2,1,2,129.25,189000
9525,5,1579.08,1.5,0,1,111.625,144000
11767,5,1520.64,1,0,1,111.625,130500
9020,6,1526.44,2.5,0,2,123.375,174900
12665,5,2091.16,1.5,1,3,111.625,153900
12095,6,2041.36,1.5,1,2,123.375,158000
17920,5,2395.04,2.5,1,2,111.625,170000
8640,7,1868.16,2,0,2,129.25,250580
10656,8,2287.68,2,1,3,135.125,248900
6600,5,1144.32,1,0,1,111.625,109500
8750,6,2120.22,2.5,0,2,123.375,200500
8892,5,1192.92,1,0,2,111.625,116000
25286,4,1527.82,2,0,2,111.625,132250
9636,6,2063.28,2.5,1,2,123.375,178000
15865,8,2928.44,3,1,2,135.125,268000
12160,6,2233.6,2,1,2,123.375,149500
8064,5,1112.16,1,1,2,111.625,122900
13284,5,2499.06,2,1,1,111.625,165000
7340,4,1194.84,1,0,1,111.625,110000
12589,6,1733.28,2.5,1,2,123.375,174000
6120,5,1475.3,1,0,1,111.625,88000
6270,5,2367.48,2,0,3,111.625,145000
3000,6,1670.76,2.5,0,2,123.375,173733
2001,4,1244.88,1.5,0,1,111.625,75000
17140,4,1864.22,1,0,1,111.625,135000
13125,7,2668.36,3.5,1,3,129.25,238000
11029,6,1829.64,2,1,2,123.375,176500
11999,8,2849.16,2.5,1,3,135.125,285000
27650,7,2360.3,3,1,2,129.25,242000
10083,7,1811.98,3,0,2,129.25,184900
9360,6,2000.68,2.5,1,2,123.375,197500
11075,5,2642.38,3.5,1,2,111.625,172000
7136,6,2377.32,2,0,2,123.375,145000
2572,7,1827.28,3.5,0,2,129.25,155000
7207,5,1379.58,2,0,0,111.625,116500
10237,6,1760.84,2.5,1,2,123.375,178900
9600,5,1696.24,2.5,2,1,111.625,160000
5925,3,1136,1,0,0,99.875,37900
7892,6,1192.4,2,1,1,123.375,99500
11639,7,1923.84,2,0,2,129.25,182000
11414,7,2646.42,1,0,2,129.25,167500
2651,7,1897.6,3.5,0,2,129.25,165000
5900,4,992.2,1,0,0,111.625,85500
9450,4,1309.92,1,0,2,111.625,110000
11250,8,2605.84,2.5,1,2,135.125,255900
10880,5,1840.32,2,0,1,111.625,125000
10206,3,944,1,0,2,99.875,82000
11500,5,2150.4,2,0,2,111.625,136905
12155,6,2492.06,3,1,2,123.375,163500
12118,7,2289.2,2,1,2,129.25,240000
7024,4,1963.6,2.5,0,2,111.625,176000
9300,5,1828.14,2,2,2,111.625,167500
1680,6,1523.66,2.5,0,1,123.375,118000
8125,7,2521.72,3,0,3,129.25,230000
6305,5,1211.6,1,1,1,111.625,119750
9240,8,2594.4,2.5,1,2,135.125,287000
13125,5,1979.96,3,1,2,111.625,155000
11100,4,930,1,0,1,111.625,84900
11175,7,1700.48,2,1,2,129.25,200141
9500,6,2379.68,2.5,1,2,123.375,165000
7052,7,2091.46,3,1,2,129.25,185850
29959,7,2483.5,2.5,1,2,129.25,248000
11275,6,2179.98,1.5,1,2,123.375,220000
6000,6,1729.86,1,1,2,123.375,110500
9760,6,2307.68,2.5,0,2,123.375,167900
4435,6,1370.84,2,1,2,123.375,155900
7500,5,1772,2.5,0,1,111.625,133000
9069,6,1556.58,2,0,2,123.375,147000
2522,7,2012.6,2,0,2,129.25,137500
8544,3,1040,2,0,2,99.875,92900
2160,7,1611.4,3.5,0,2,129.25,160000
8400,6,2476.26,2,1,2,123.375,136500
5868,5,1275.68,2,0,1,111.625,129000
9317,6,1706.72,2,1,2,123.375,176432
6000,4,1713.76,1,0,1,111.625,128000
8400,2,606.2,1,0,1,94,60000
2016,5,1478.4,2.5,0,2,111.625,106000
7100,5,1256.88,2,0,1,111.625,129900
8923,5,1497.54,2,0,1,111.625,134500
9764,5,1354.92,2,0,2,111.625,130000
9405,5,1053.44,2,0,0,111.625,118000
14572,7,2466.48,3,1,3,129.25,259000
9900,6,2530.64,2,0,1,123.375,117500
9828,8,2635.04,2.5,1,2,135.125,239500
6180,6,1357.2,1,1,1,123.375,102000
9819,6,2665.14,3,2,2,123.375,196000
5700,7,1426.04,1,1,1,129.25,116900
9000,7,1851.2,2,0,2,129.25,143000
8280,6,1381.28,1,1,1,123.375,124000
14115,6,2293.48,1,1,2,123.375,230000
5890,6,1290.36,1,0,1,123.375,120500
13700,7,2302.52,2,2,2,129.25,201800
5001,7,2109.36,3,1,2,129.25,230000
8724,5,1291.92,1,1,2,111.625,129000
16157,5,2155.48,2.5,1,2,111.625,194000
9541,7,2013.76,2,0,2,129.25,233170
13728,6,2611.36,2,2,2,123.375,235000
9880,6,1707.34,2,1,1,123.375,171000
8335,5,1320,1,1,0,111.625,93000
15623,10,5838.08,4.5,2,3,150.4,745000
32463,4,2319.42,2,1,4,111.625,168000
8850,7,2208.6,1,1,1,129.25,144000
11235,4,1905.98,1.5,1,2,111.625,148000
9353,4,1105.92,1,0,1,111.625,116050
10400,7,2050.28,2.5,0,2,129.25,197900
6000,5,1778.56,2,1,1,111.625,117000
10140,5,1676.48,2.5,0,2,111.625,153500
10246,4,1335.84,2,0,1,111.625,145000
8640,8,2048.4,3,0,2,135.125,229456
6240,4,912,1,0,0,111.625,80500
7800,5,1092.96,1,0,1,111.625,115000
10496,6,2196,2,1,1,123.375,143000
10680,5,2984.88,2,0,2,111.625,137900
7910,5,2007.8,2,0,1,111.625,127000
12160,5,1820.64,2,0,2,111.625,142000
8158,7,2230.92,3.5,0,2,129.25,224900
9849,7,2206.72,2,0,3,129.25,248328
12090,6,2121.4,3.5,1,2,123.375,178000
7200,5,1430.6,1,0,1,111.625,119000
6931,7,1967.28,2.5,1,2,129.25,165400
9750,6,1407.08,2.5,0,2,123.375,151000
9600,5,1495.2,1,0,1,111.625,128900
14100,8,3718.04,3.5,2,3,135.125,381000
23595,7,2274.36,2.5,1,2,129.25,260000
11512,6,1858.02,2,1,1,123.375,177000
11345,5,2245.84,2,0,2,111.625,137000
9473,8,2756.84,3.5,1,2,135.125,237000
8800,5,1450.48,2,0,2,111.625,150500
11065,8,2333,2.5,1,3,135.125,281000
3675,6,1424.46,3,0,2,123.375,140000
10120,8,3136.6,3.5,1,3,135.125,290000
10215,4,1337.52,1,0,1,111.625,111000
8400,6,1763.46,2.5,2,2,123.375,156500
5330,4,909.6,1,0,0,111.625,82500
6600,5,1236.78,2,1,1,111.625,130500
9560,5,1213.92,1,0,1,111.625,128500
9375,8,2598.12,2.5,1,2,135.125,228500
14720,8,4120.84,3.5,1,3,135.125,410000
9477,5,1235.92,1,0,1,111.625,110000
16158,7,2369.4,3,1,2,129.25,260000
2665,5,1823.72,2,1,1,111.625,127000
11400,10,3866.84,3.5,2,3,150.4,466500
1953,6,1214.94,1.5,0,1,123.375,83000
8212,3,1251.3,2,0,1,99.875,58500
8520,6,2635.44,2,1,1,123.375,136000
7838,5,1487.82,2,1,1,111.625,123000
10800,6,2253.52,2,1,2,123.375,163000
12665,8,2819.52,2.5,1,3,135.125,281213
7200,5,2345.52,2.5,0,1,111.625,138000
15256,8,2286.5,3,0,3,135.125,282922
8780,5,1253.74,2,0,0,111.625,112000
13053,6,2081.24,1.5,1,2,123.375,207000
11700,6,1870.64,2.5,1,2,123.375,179900
10944,7,2875.04,3.5,2,2,129.25,271000
7200,5,1313.16,2,2,1,111.625,119000
12546,6,2133.72,2,1,2,123.375,182900
10261,6,2054.08,3.5,1,2,123.375,186500
8400,6,1935.12,2.5,1,2,123.375,174000
11003,10,2562.86,3.5,1,3,150.4,310000
1533,5,972.3,2,0,0,111.625,92000
13175,6,2696.12,3,2,2,123.375,210000
9042,7,2793.06,2,2,1,129.25,266500
